Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Essendon,2 Cooke St,5,h,1575000.0,PI,Brad,16/04/2016,8.0,3040.0,5.0,3.0,2.0,700.0,454.0,1988.0,Moonee Valley,-37.7461,144.9173,Western Metropolitan,9264.0
Richmond,41 Shelley St,3,h,1465000.0,S,Biggin,12/11/2016,2.6,3121.0,3.0,2.0,2.0,233.0,170.0,1993.0,Yarra,-37.8122,144.9937,Northern Metropolitan,14949.0
Sunshine West,64 Links St,4,h,510000.0,SP,Barry,13/08/2016,13.5,3020.0,4.0,1.0,1.0,672.0,151.0,1970.0,Brimbank,-37.7871,144.8083,Western Metropolitan,6763.0
Rosanna,5 Finlayson St,3,h,940000.0,VB,Miles,29/04/2017,11.4,3084.0,3.0,2.0,2.0,581.0,,,Banyule,-37.7399,145.0681,Eastern Metropolitan,3540.0
Doncaster,6 Margot Av,4,h,1255000.0,S,Ray,9/09/2017,12.4,3108.0,4.0,2.0,1.0,670.0,,,,-37.77109,145.1338,Eastern Metropolitan,9028.0
St Albans,9 Gray Ct,3,h,610000.0,PI,YPA,1/07/2017,14.0,3021.0,3.0,1.0,2.0,563.0,171.0,1989.0,Brimbank,-37.7627,144.81107,Western Metropolitan,14042.0
Bentleigh East,5a Cavalier St,3,t,965000.0,S,Buxton,24/09/2016,13.9,3165.0,3.0,2.0,1.0,283.0,28.0,2010.0,Glen Eira,-37.9142,145.08,Southern Metropolitan,10969.0
Yarraville,76 Castlemaine St,3,h,935000.0,S,Jas,6/05/2017,7.0,3013.0,3.0,1.0,0.0,212.0,,,Maribyrnong,-37.8143,144.8883,Western Metropolitan,6543.0
Kensington,61 Willis St,3,h,829000.0,S,Nelson,28/05/2016,4.2,3031.0,2.0,2.0,2.0,84.0,,,Melbourne,-37.7935,144.9187,Northern Metropolitan,5263.0
Sunshine North,6 Gresford St,4,h,735000.0,S,Douglas,16/04/2016,13.3,3020.0,4.0,2.0,5.0,635.0,201.0,1975.0,Brimbank,-37.7693,144.8351,Western Metropolitan,4217.0
Brunswick East,1/134 Mitchell St,2,u,460000.0,SP,Nelson,13/05/2017,4.5,3057.0,2.0,1.0,1.0,0.0,,,Moreland,-37.76,144.9757,Northern Metropolitan,5533.0
West Footscray,4/38 Hampton Pde,2,u,266000.0,S,Sweeney,20/05/2017,8.2,3012.0,2.0,1.0,1.0,1059.0,65.0,1970.0,Maribyrnong,-37.8062,144.8665,Western Metropolitan,5058.0
Hoppers Crossing,2 Jasmine Cl,5,h,610000.0,SA,hockingstuart,3/09/2017,18.4,3029.0,5.0,2.0,2.0,650.0,,,,-37.85638,144.70671000000004,Western Metropolitan,13830.0
Glen Iris,57 Brandon St,2,h,1699000.0,S,Jellis,3/09/2016,9.2,3146.0,3.0,1.0,2.0,653.0,,,Boroondara,-37.8573,145.077,Southern Metropolitan,10412.0
Brighton,39 Warleigh Gr,2,h,1350000.0,S,Hodges,13/05/2017,11.2,3186.0,2.0,1.0,1.0,873.0,,,Bayside,-37.9043,145.0048,Southern Metropolitan,10579.0
Thornbury,144 Clarendon St,3,h,1290000.0,SP,Barry,22/05/2016,6.5,3071.0,3.0,1.0,2.0,435.0,138.0,1920.0,Darebin,-37.7607,145.0105,Northern Metropolitan,8870.0
Northcote,38 Whalley St,4,h,1700000.0,S,McGrath,3/09/2017,5.3,3070.0,4.0,3.0,4.0,422.0,,,,-37.76969,145.00718,Northern Metropolitan,11364.0
Hawthorn,3/18 Connell St,2,u,520000.0,PI,CASTRAN,13/08/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8185,145.0235,Southern Metropolitan,11308.0
Reservoir,24 Epstein St,2,h,650000.0,PI,Barry,15/10/2016,11.2,3073.0,2.0,1.0,1.0,750.0,,,Darebin,-37.7092,144.9933,Northern Metropolitan,21650.0
Malvern,3/3 Irving St,2,u,700000.0,VB,Direct,27/11/2016,7.4,3144.0,2.0,1.0,2.0,0.0,,1998.0,Stonnington,-37.8597,145.0318,Southern Metropolitan,4675.0
Carnegie,4/39 Kokaribb Rd,2,u,588000.0,SP,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,133.0,71.0,2011.0,Glen Eira,-37.89,145.0559,Southern Metropolitan,7822.0
Coburg North,2/26 Renown St,2,u,532500.0,S,Brad,18/03/2017,9.2,3058.0,2.0,1.0,1.0,168.0,,1970.0,Moreland,-37.73,144.9629,Northern Metropolitan,3445.0
Templestowe Lower,208 Templestowe Rd,4,h,903000.0,S,Barry,27/06/2016,13.8,3107.0,4.0,1.0,2.0,618.0,22.0,1960.0,Manningham,-37.7564,145.1043,Eastern Metropolitan,5420.0
Heidelberg West,2 Pandanus Ct,2,h,497500.0,SP,Miles,16/04/2016,9.4,3081.0,2.0,1.0,2.0,708.0,,,Banyule,-37.7443,145.0454,Eastern Metropolitan,2674.0
Maidstone,67 Ballarat Rd,2,h,646000.0,SP,Jas,13/08/2016,9.2,3012.0,2.0,1.0,2.0,270.0,95.0,1900.0,Maribyrnong,-37.7871,144.8791,Western Metropolitan,3873.0
Heidelberg West,15 Tarakan St,4,h,725000.0,S,Miles,29/04/2017,9.4,3081.0,4.0,1.0,2.0,585.0,,,Banyule,-37.7469,145.0448,Eastern Metropolitan,2674.0
Bentleigh East,23 York St,4,h,1035000.0,PI,First,16/04/2016,13.9,3165.0,3.0,1.0,2.0,610.0,160.0,1950.0,Glen Eira,-37.9193,145.0691,Southern Metropolitan,10969.0
Brunswick,28 Blair St,2,h,1100000.0,S,Nelson,10/09/2016,5.2,3056.0,2.0,1.0,0.0,153.0,,1900.0,Moreland,-37.7705,144.9647,Northern Metropolitan,11918.0
Rosanna,34 Haughton Pde,4,h,1150000.0,SP,Miles,13/05/2017,11.4,3084.0,4.0,1.0,2.0,672.0,,,Banyule,-37.7438,145.0769,Eastern Metropolitan,3540.0
Sunshine North,62 Northumberland Rd,3,h,790000.0,S,Purplebricks,11/03/2017,13.3,3020.0,3.0,1.0,2.0,568.0,,,Brimbank,-37.7727,144.8417,Western Metropolitan,4217.0
Windsor,50 Andrew St,2,h,1500000.0,S,Jellis,19/11/2016,5.1,3181.0,2.0,1.0,2.0,0.0,96.0,1928.0,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380.0
Ashburton,14 Lucerne St,3,h,1415000.0,S,Buxton,27/06/2016,11.0,3147.0,3.0,1.0,1.0,605.0,111.0,1950.0,Boroondara,-37.8703,145.0774,Southern Metropolitan,3052.0
South Melbourne,20 Glover St,3,h,2240000.0,S,Greg,6/05/2017,2.1,3205.0,3.0,2.0,1.0,197.0,168.0,1900.0,Port Phillip,-37.8395,144.9489,Southern Metropolitan,5943.0
Essendon,105 Ogilvie St,4,h,1500000.0,S,Nelson,16/07/2016,8.0,3040.0,4.0,2.0,2.0,858.0,,,Moonee Valley,-37.7442,144.8934,Western Metropolitan,9264.0
Bulleen,1/15 Allen St,3,u,860000.0,S,Jellis,6/05/2017,11.8,3105.0,3.0,1.0,1.0,0.0,110.0,1999.0,Manningham,-37.7769,145.088,Eastern Metropolitan,4480.0
Coburg,14 Rose St,4,h,1150000.0,PI,Peter,26/07/2016,7.8,3058.0,4.0,2.0,2.0,43.0,205.0,1930.0,Moreland,-37.7456,144.9469,Northern Metropolitan,11204.0
Mentone,14A Teague Av,3,t,875000.0,S,hockingstuart,9/09/2017,20.0,3194.0,3.0,2.0,2.0,165.0,19.0,,,-37.97904000000001,145.06385,South-Eastern Metropolitan,6162.0
Moorabbin,110 Chapel Rd,3,h,1072000.0,S,Jellis,26/08/2017,14.3,3189.0,3.0,1.0,3.0,585.0,138.0,1950.0,,-37.93557,145.04918999999995,Southern Metropolitan,2555.0
Sunshine,104 Wright St,3,h,570000.0,PI,Douglas,19/11/2016,12.6,3020.0,3.0,1.0,2.0,535.0,105.0,1970.0,Brimbank,-37.7956,144.8292,Western Metropolitan,3755.0
Reservoir,52 Wilson Bvd,4,h,830000.0,PI,Ray,22/08/2016,11.2,3073.0,4.0,1.0,4.0,791.0,,,Darebin,-37.7001,144.9936,Northern Metropolitan,21650.0
Reservoir,4/32 Crookston Rd,2,u,440000.0,SP,Barry,22/08/2016,11.2,3073.0,2.0,1.0,1.0,153.0,87.0,2007.0,Darebin,-37.7098,145.0211,Northern Metropolitan,21650.0
Elwood,8/203 Brighton Rd,2,u,790000.0,S,Marshall,4/06/2016,7.7,3184.0,2.0,1.0,2.0,0.0,85.0,1940.0,Port Phillip,-37.8794,144.9938,Southern Metropolitan,8989.0
Brighton,9 Sussex St,5,h,4700000.0,VB,Hodges,12/11/2016,11.2,3186.0,5.0,3.0,2.0,1073.0,221.0,,Bayside,-37.918,144.9911,Southern Metropolitan,10579.0
Preston,1 Bellarine St,5,h,1400000.0,PI,hockingstuart,3/06/2017,8.4,3072.0,5.0,2.0,2.0,558.0,217.0,1925.0,Darebin,-37.73472,144.99658,Northern Metropolitan,14577.0
St Kilda,30 Odessa St,4,h,1950000.0,S,hockingstuart,26/07/2016,6.1,3182.0,4.0,2.0,2.0,436.0,211.0,1880.0,Port Phillip,-37.8629,144.9887,Southern Metropolitan,13240.0
Carlton,11/108 Elgin St,2,u,995000.0,S,Woodards,22/04/2017,1.8,3053.0,2.0,2.0,1.0,0.0,110.0,2000.0,Melbourne,-37.7973,144.9712,Northern Metropolitan,6786.0
Murrumbeena,21 Reid St,3,h,1321188.0,SP,Woodards,23/09/2017,10.1,3163.0,3.0,1.0,1.0,586.0,200.0,1945.0,,-37.90584000000001,145.0725,Southern Metropolitan,4442.0
Ormond,2/21 Lillimur Rd,1,u,454000.0,S,Ray,1/07/2017,11.4,3204.0,1.0,1.0,1.0,1006.0,51.0,2010.0,Glen Eira,-37.90164,145.04138999999995,Southern Metropolitan,3578.0
Northcote,58 Herbert St,2,h,950000.0,S,Purplebricks,7/11/2016,5.5,3070.0,2.0,1.0,1.0,191.0,73.0,1920.0,Darebin,-37.7715,144.9951,Northern Metropolitan,11364.0
Coburg North,19 Golf Rd,2,h,700000.0,PI,Nelson,3/06/2017,6.7,3058.0,2.0,1.0,1.0,303.0,,,Moreland,-37.73285,144.97274,Northern Metropolitan,3445.0
Avondale Heights,49 Rogerson St,3,h,795000.0,S,Barry,28/05/2016,10.5,3034.0,3.0,1.0,1.0,549.0,,,Moonee Valley,-37.7644,144.8575,Western Metropolitan,4502.0
Brunswick,8/705 Park St,2,u,601000.0,S,Brad,18/03/2017,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1970.0,Moreland,-37.7778,144.9594,Northern Metropolitan,11918.0
South Yarra,3 Palermo St,3,h,2285000.0,S,Kay,15/10/2016,3.3,3141.0,3.0,2.0,2.0,221.0,135.0,1890.0,Stonnington,-37.8416,144.9959,Southern Metropolitan,14887.0
Albion,3 Barclay St,2,h,460000.0,S,Barry,30/07/2016,13.9,3020.0,2.0,1.0,2.0,463.0,85.0,,Brimbank,-37.7813,144.8234,Western Metropolitan,2185.0
Coburg,35 Campbell St,4,h,1331000.0,S,Jellis,28/08/2016,7.8,3058.0,3.0,2.0,2.0,394.0,,,Moreland,-37.7534,144.9679,Northern Metropolitan,11204.0
Glen Iris,28 Martin Rd,3,h,1601000.0,S,Marshall,20/05/2017,9.2,3146.0,3.0,1.0,2.0,453.0,102.0,1930.0,Boroondara,-37.8487,145.0592,Southern Metropolitan,10412.0
Richmond,31 Johnson St,3,h,1350000.0,PI,Peter,7/05/2016,2.6,3121.0,3.0,1.0,2.0,332.0,116.0,1940.0,Yarra,-37.8131,145.005,Northern Metropolitan,14949.0
Richmond,221/253 Bridge Rd,2,u,419000.0,S,Jellis,22/07/2017,2.4,3121.0,2.0,1.0,1.0,3512.0,51.0,2011.0,Yarra,-37.81828,144.99788999999996,Northern Metropolitan,14949.0
Burwood East,45 Lenna St,3,h,1320000.0,S,McGrath,15/07/2017,14.7,3151.0,3.0,1.0,1.0,620.0,,,Whitehorse,-37.85436,145.13827,Eastern Metropolitan,4048.0
Bentleigh,11 Wheatley Rd,4,h,1860000.0,PI,McGrath,12/11/2016,13.0,3204.0,4.0,2.0,3.0,855.0,197.0,1930.0,Glen Eira,-37.9163,145.0324,Southern Metropolitan,6795.0
Preston,6 Adams St,3,h,690000.0,S,RW,29/04/2017,8.8,3072.0,3.0,1.0,2.0,581.0,90.0,1960.0,Darebin,-37.7536,145.0191,Northern Metropolitan,14577.0
Essendon,2/31 Leslie Rd,2,u,485000.0,S,Barry,17/06/2017,7.5,3040.0,2.0,1.0,1.0,1856.0,,,Moonee Valley,-37.76,144.91439,Western Metropolitan,9264.0
Essendon,31 Elder Pde,3,h,1500000.0,PI,Red,28/05/2016,8.0,3040.0,3.0,2.0,3.0,440.0,190.0,1930.0,Moonee Valley,-37.7524,144.9074,Western Metropolitan,9264.0
Richmond,25 Dickmann St,3,h,1361000.0,S,Marshall,25/02/2017,2.6,3121.0,3.0,2.0,1.0,99.0,102.0,,Yarra,-37.8249,144.9976,Northern Metropolitan,14949.0
Thomastown,15 Charlton Pl,3,h,632500.0,S,Harcourts,24/06/2017,15.3,3074.0,3.0,1.0,2.0,536.0,,,Whittlesea,-37.67669,144.99197,Northern Metropolitan,7955.0
Williamstown,26 Collins St,3,h,1270000.0,S,Williams,19/11/2016,8.0,3016.0,3.0,1.0,2.0,470.0,,,Hobsons Bay,-37.8587,144.8871,Western Metropolitan,6380.0
Parkville,84 Story St,4,h,2375000.0,S,Red,19/11/2016,2.6,3052.0,4.0,2.0,2.0,182.0,,,Melbourne,-37.7965,144.9544,Northern Metropolitan,2309.0
Brighton,1A Baker St,3,h,2450000.0,S,Nick,18/03/2017,11.2,3186.0,3.0,3.0,2.0,482.0,,,Bayside,-37.912,144.9994,Southern Metropolitan,10579.0
Hampton,29 Grenville St,3,h,1450000.0,S,RT,19/11/2016,13.7,3188.0,3.0,2.0,2.0,413.0,,,Bayside,-37.9352,145.0009,Southern Metropolitan,5454.0
Ascot Vale,12 Mirams St,4,h,890000.0,SP,Raine,10/12/2016,5.9,3032.0,4.0,1.0,1.0,300.0,185.0,1890.0,Moonee Valley,-37.7766,144.9143,Western Metropolitan,6567.0
Essendon,1/35 William St,2,u,740000.0,S,Nelson,24/09/2016,8.0,3040.0,2.0,1.0,1.0,250.0,104.0,1988.0,Moonee Valley,-37.7457,144.9061,Western Metropolitan,9264.0
Bentleigh East,1/811 Centre Rd,2,h,710000.0,S,Buxton,27/11/2016,13.9,3165.0,2.0,1.0,1.0,0.0,115.0,1950.0,Glen Eira,-37.9212,145.0606,Southern Metropolitan,10969.0
Windsor,14 McIlwrick St,2,h,1300000.0,VB,hockingstuart,16/09/2017,4.6,3181.0,2.0,1.0,1.0,258.0,,,,-37.85591,144.99356,Southern Metropolitan,4380.0
Albanvale,10 Elinga Ct,3,h,555000.0,SP,Sweeney,29/07/2017,14.0,3021.0,3.0,1.0,3.0,566.0,126.0,1980.0,Brimbank,-37.74306,144.76679,Western Metropolitan,1899.0
Berwick,3 Ellaswood Cl,4,h,683000.0,S,O'Brien,12/08/2017,35.2,3806.0,4.0,2.0,2.0,670.0,185.0,,Casey,-38.01901,145.33479,Eastern Victoria,17093.0
Albert Park,13/52 Moubray St,1,u,442500.0,S,Marshall,25/02/2017,3.3,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,Port Phillip,-37.8421,144.9517,Southern Metropolitan,3280.0
Elwood,8/44 Southey St,1,u,520000.0,S,Chisholm,3/09/2016,7.7,3184.0,1.0,1.0,1.0,0.0,51.0,1930.0,Port Phillip,-37.8761,144.9871,Southern Metropolitan,8989.0
Heidelberg,3/43 Rosanna Rd,2,u,540000.0,PI,William,12/11/2016,10.6,3084.0,2.0,1.0,2.0,153.0,97.0,1972.0,Banyule,-37.7538,145.0695,Eastern Metropolitan,2890.0
Abbotsford,116/56 Nicholson St,1,u,457000.0,S,Jellis,22/08/2016,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,,Yarra,-37.8078,144.9965,Northern Metropolitan,4019.0
Balwyn North,1/6 Corhampton Rd,3,u,1600000.0,S,Marshall,29/07/2017,9.7,3104.0,3.0,2.0,2.0,314.0,,,Boroondara,-37.79386,145.06746,Southern Metropolitan,7809.0
Coburg,29 Hardwick St,2,h,981000.0,S,Nelson,28/08/2016,7.8,3058.0,2.0,1.0,1.0,263.0,114.0,1910.0,Moreland,-37.7493,144.97,Northern Metropolitan,11204.0
Glenroy,6/2 Murrell St,2,u,320500.0,S,Nelson,17/09/2016,13.0,3046.0,2.0,1.0,1.0,3056.0,,,Moreland,-37.7042,144.9214,Northern Metropolitan,8870.0
Sunbury,35 Oxley St,3,h,482000.0,S,Barry,3/09/2017,31.7,3429.0,3.0,2.0,4.0,664.0,138.0,1975.0,,-37.58196,144.71066000000005,Western Metropolitan,14092.0
Richmond,134 Coppin St,3,h,1456000.0,S,Jellis,18/06/2016,2.6,3121.0,3.0,2.0,1.0,157.0,141.0,1900.0,Yarra,-37.8225,145.0029,Northern Metropolitan,14949.0
Sunshine North,7 Charles St,3,h,607000.0,S,Douglas,7/05/2016,13.3,3020.0,3.0,1.0,2.0,575.0,,,Brimbank,-37.7748,144.833,Western Metropolitan,4217.0
Sunshine,7 Barnett St,3,h,675000.0,S,Bells,13/08/2016,12.6,3020.0,3.0,1.0,1.0,500.0,,,Brimbank,-37.7821,144.8456,Western Metropolitan,3755.0
Northcote,23 Howitt St,3,h,1400000.0,S,Collins,24/09/2016,5.5,3070.0,3.0,1.0,1.0,335.0,,,Darebin,-37.7816,145.0141,Northern Metropolitan,11364.0
Chadstone,2/16 Westbrook St,3,t,820000.0,VB,hockingstuart,20/05/2017,13.6,3148.0,3.0,2.0,2.0,213.0,115.0,2012.0,Monash,-37.8827,145.0942,Southern Metropolitan,3582.0
South Morang,35 Cobblestone Dr,3,h,690000.0,S,Harcourts,8/07/2017,20.5,3752.0,3.0,2.0,2.0,545.0,196.0,2005.0,Whittlesea,-37.64426,145.1,Northern Metropolitan,7969.0
Taylors Lakes,7 Hanson Ct,5,h,1300000.0,PI,Barry,27/05/2017,15.5,3038.0,5.0,3.0,2.0,771.0,,,Brimbank,-37.68166,144.77422,Western Metropolitan,5336.0
Fitzroy,5/113 Cecil St,1,u,597000.0,S,Harrington,18/06/2016,1.6,3065.0,1.0,1.0,1.0,0.0,,2000.0,Yarra,-37.7941,144.9802,Northern Metropolitan,5825.0
Fitzroy,47 Charles St,3,h,1600000.0,S,Nelson,22/05/2016,1.6,3065.0,3.0,2.0,1.0,261.0,,,Yarra,-37.803,144.9806,Northern Metropolitan,5825.0
Malvern,20 Gordon Gr,4,h,1965000.0,SP,Jellis,25/02/2017,7.4,3144.0,4.0,2.0,1.0,300.0,185.0,1890.0,Stonnington,-37.8638,145.0298,Southern Metropolitan,4675.0
Ivanhoe,1/100 St Elmo Rd,2,u,450000.0,S,Miles,19/11/2016,7.9,3079.0,2.0,1.0,1.0,0.0,,,Banyule,-37.759,145.047,Eastern Metropolitan,5549.0
Brunswick West,6/524 Moreland Rd,2,u,400000.0,SP,Nelson,10/12/2016,5.9,3055.0,2.0,1.0,1.0,73.0,64.0,1960.0,Moreland,-37.7528,144.9368,Northern Metropolitan,7082.0
Newport,39 Elizabeth St,3,h,930000.0,SP,Williams,10/09/2016,8.4,3015.0,3.0,1.0,1.0,307.0,,,Hobsons Bay,-37.8389,144.8779,Western Metropolitan,5498.0
Bentleigh East,76 Wingate St,3,h,1205000.0,S,Buxton,29/04/2017,13.9,3165.0,3.0,3.0,2.0,604.0,,1960.0,Glen Eira,-37.9362,145.0663,Southern Metropolitan,10969.0
Keilor East,11 David Av,4,h,1188000.0,S,Nelson,9/09/2017,11.7,3033.0,4.0,2.0,2.0,612.0,202.0,1961.0,,-37.74375,144.87487,Western Metropolitan,5629.0
Moorabbin,1A Dactyl Rd,3,h,1401500.0,S,Buxton,24/06/2017,14.3,3189.0,3.0,2.0,4.0,867.0,,,Kingston,-37.94107,145.04217,Southern Metropolitan,2555.0
Brunswick East,22 Lowan St,3,h,1615000.0,S,Nelson,12/08/2017,4.0,3057.0,3.0,1.0,3.0,471.0,,,Moreland,-37.77213,144.9829,Northern Metropolitan,5533.0
Glen Iris,45 Rosedale Rd,4,h,2000000.0,PI,RT,28/08/2016,9.2,3146.0,3.0,2.0,4.0,401.0,,,Boroondara,-37.8583,145.0726,Southern Metropolitan,10412.0
Essendon West,6 Sapphire St,7,h,1300000.0,PI,Nelson,19/11/2016,9.8,3040.0,5.0,2.0,2.0,614.0,316.0,1970.0,Moonee Valley,-37.75,144.8858,Western Metropolitan,588.0
Murrumbeena,1/9 Packer St,2,u,926000.0,S,hockingstuart,29/04/2017,12.1,3163.0,2.0,1.0,2.0,308.0,,2008.0,Glen Eira,-37.8907,145.0761,Southern Metropolitan,4442.0
Northcote,33 Oxford St,4,h,1830000.0,S,McGrath,24/09/2016,5.5,3070.0,3.0,1.0,1.0,654.0,,,Darebin,-37.7756,145.0082,Northern Metropolitan,11364.0
Williamstown,17 Station Rd,4,h,1085000.0,S,Greg,8/10/2016,8.0,3016.0,3.0,1.0,2.0,458.0,,,Hobsons Bay,-37.8571,144.8915,Western Metropolitan,6380.0
Collingwood,53 Mater St,2,h,1080000.0,S,Nelson,22/07/2017,2.0,3066.0,2.0,1.0,0.0,0.0,94.0,1890.0,Yarra,-37.79589,144.98863,Northern Metropolitan,4553.0
Maribyrnong,18/4 Wests Rd,2,u,353000.0,S,Biggin,27/05/2017,4.3,3032.0,2.0,1.0,1.0,4977.0,79.0,2000.0,Maribyrnong,-37.77367,144.88161000000005,Western Metropolitan,4918.0
West Melbourne,108/33 Jeffcott St,3,u,660000.0,PI,hockingstuart,7/05/2016,1.9,3003.0,3.0,2.0,1.0,0.0,100.0,1998.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230.0
Port Melbourne,281 Esplanade East,3,h,1400000.0,S,Marshall,6/05/2017,3.8,3207.0,3.0,3.0,0.0,92.0,105.0,1910.0,Port Phillip,-37.8368,144.9463,Southern Metropolitan,8648.0
Balwyn North,62 Clifton St,4,h,1350000.0,VB,Jellis,12/11/2016,9.2,3104.0,4.0,2.0,2.0,815.0,,,Boroondara,-37.794,145.1019,Southern Metropolitan,7809.0
Bentleigh,21 Charlton St,3,h,1280000.0,S,Buxton,25/02/2017,13.0,3204.0,3.0,2.0,4.0,587.0,,,Glen Eira,-37.9217,145.0315,Southern Metropolitan,6795.0
Dingley Village,18 Albert Pl,3,t,802000.0,S,Buxton,15/07/2017,22.2,3172.0,3.0,2.0,2.0,251.0,185.0,1998.0,Kingston,-37.98146,145.11715,South-Eastern Metropolitan,3940.0
Glen Iris,22 Aintree Rd,4,h,1800000.0,SP,Marshall,12/11/2016,9.2,3146.0,4.0,3.0,2.0,743.0,,,Stonnington,-37.8566,145.0439,Southern Metropolitan,10412.0
Burwood,18 Murray Dr,4,h,1800000.0,PI,Jellis,18/06/2016,11.7,3125.0,4.0,2.0,2.0,1393.0,,1963.0,Whitehorse,-37.8463,145.102,Southern Metropolitan,5678.0
Kingsville,4 Chirnside St,3,h,817000.0,S,Village,6/08/2016,7.8,3012.0,2.0,1.0,1.0,259.0,105.0,1940.0,Maribyrnong,-37.8046,144.8831,Western Metropolitan,1808.0
Reservoir,115 Cheddar Rd,2,h,836000.0,SP,Ray,15/10/2016,11.2,3073.0,2.0,1.0,1.0,931.0,121.0,1970.0,Darebin,-37.7033,145.0169,Northern Metropolitan,21650.0
Springvale,13 Kallista Rd,3,h,760000.0,S,Win,15/07/2017,20.8,3171.0,3.0,1.0,1.0,593.0,,,Greater Dandenong,-37.95743,145.14625,South-Eastern Metropolitan,7412.0
Donvale,1a Chippewa Av,2,u,718500.0,S,Philip,9/09/2017,16.1,3111.0,2.0,1.0,1.0,255.0,,,,-37.80528,145.19057,Eastern Metropolitan,4790.0
Richmond,2 Sutton Gr,2,h,1442000.0,S,Biggin,1/07/2017,2.4,3121.0,2.0,2.0,1.0,163.0,,,Yarra,-37.82259000000001,144.99077,Northern Metropolitan,14949.0
Moorabbin,83 Bulli St,4,h,1200000.0,S,Buxton,8/10/2016,14.6,3189.0,4.0,2.0,1.0,696.0,214.0,1955.0,Kingston,-37.9398,145.0554,Southern Metropolitan,2555.0
Malvern East,44 Manning Rd,5,h,2500000.0,VB,Abercromby's,14/05/2016,11.2,3145.0,5.0,3.0,2.0,488.0,,,Stonnington,-37.8733,145.0507,Southern Metropolitan,8801.0
Essendon,143 Ogilvie St,2,h,1315000.0,S,Barry,7/11/2016,8.0,3040.0,2.0,1.0,0.0,634.0,,,Moonee Valley,-37.7406,144.894,Western Metropolitan,9264.0
Strathmore,16 Wendora St,3,h,1075000.0,S,Nelson,24/09/2016,9.7,3041.0,3.0,2.0,1.0,752.0,,,Moonee Valley,-37.7303,144.9198,Western Metropolitan,3284.0
Malvern East,12 Gauntlet Rd,3,t,940000.0,PI,Barry,8/10/2016,11.2,3145.0,3.0,2.0,1.0,206.0,,,Stonnington,-37.8826,145.0868,Southern Metropolitan,8801.0
Kew,52 Argyle Rd,4,h,2240000.0,S,Jellis,19/11/2016,5.6,3101.0,4.0,2.0,2.0,820.0,,,Boroondara,-37.804,145.0553,Southern Metropolitan,10331.0
Armadale,1/5 The Terrace,2,u,852000.0,S,Woodards,22/04/2017,6.3,3143.0,2.0,1.0,1.0,869.0,74.0,1980.0,Stonnington,-37.8603,145.0224,Southern Metropolitan,4836.0
Kew,33 Disraeli St,3,h,1440000.0,S,Kay,27/11/2016,5.6,3101.0,3.0,1.0,1.0,298.0,130.0,1900.0,Boroondara,-37.8021,145.0391,Southern Metropolitan,10331.0
Heidelberg West,257 Liberty Pde,3,h,507000.0,PI,Nelson,28/05/2016,9.4,3081.0,3.0,1.0,1.0,536.0,,,Banyule,-37.7403,145.0365,Eastern Metropolitan,2674.0
Sunshine North,6 Sproul St,3,h,520000.0,S,Barry,25/02/2017,13.3,3020.0,3.0,1.0,1.0,535.0,,,Brimbank,-37.757,144.8313,Western Metropolitan,4217.0
Highett,2/4 Turner Rd,2,u,680500.0,S,Ray,26/08/2017,16.0,3190.0,2.0,1.0,1.0,158.0,,2000.0,,-37.95147,145.04904,Southern Metropolitan,4794.0
Carlton,34 Barkly St,2,h,1170000.0,S,Nelson,18/06/2016,1.8,3053.0,2.0,1.0,1.0,144.0,81.0,1890.0,Melbourne,-37.7984,144.9738,Northern Metropolitan,6786.0
Roxburgh Park,16 Sandover Dr,4,h,570000.0,S,Raine,3/09/2017,20.6,3064.0,4.0,2.0,2.0,504.0,0.0,2000.0,,-37.61419,144.93448,Northern Metropolitan,5833.0
Cranbourne North,5 Aspera Pl,4,h,670000.0,S,Eview,8/07/2017,34.7,3977.0,4.0,2.0,2.0,612.0,,,Casey,-38.07898,145.3165,South-Eastern Metropolitan,6464.0
Essendon,32 Roberts St,4,h,1500000.0,S,Nelson,12/08/2017,7.5,3040.0,4.0,2.0,2.0,465.0,148.0,1940.0,Moonee Valley,-37.75178,144.89876,Western Metropolitan,9264.0
Bentleigh East,2a Bessie St,2,u,746000.0,S,hockingstuart,3/12/2016,13.9,3165.0,2.0,1.0,2.0,281.0,95.0,2002.0,Glen Eira,-37.9255,145.0796,Southern Metropolitan,10969.0
Maidstone,1/30 Burns St,3,t,810000.0,S,Biggin,24/06/2017,6.4,3012.0,3.0,2.0,2.0,209.0,16.0,,Maribyrnong,-37.78707,144.87608,Western Metropolitan,3873.0
Northcote,99 Christmas St,2,h,1575000.0,SA,McGrath,7/11/2016,5.5,3070.0,2.0,1.0,3.0,607.0,126.0,1945.0,Darebin,-37.7668,145.0149,Northern Metropolitan,11364.0
